"","Name","description","timestamp","begin","end","altitudeMode","tessellate","extrude","visibility","drawOrder","icon","ADDRESSBLOCKHOUSENUMBER","LATITUDE","EST_ORIGINAL_COMPLETION_DATE","STATUS","CLEANINGSTARTDATE","ADDRESSUNITNUMBER","ADDRESSFLOORNUMBER","NO_OF_FOOD_STALLS","HYPERLINK","REGION","APPROXIMATE_GFA","LONGITUDE","INFO_ON_CO_LOCATORS","NO_OF_MARKET_STALLS","AWARDED_DATE","LANDYADDRESSPOINT","CLEANINGENDDATE","PHOTOURL","ADDRESSTYPE","RNR_STATUS","ADDRESSBUILDINGNAME","HUP_COMPLETION_DATE","LANDXADDRESSPOINT","ADDRESSSTREETNAME","ADDRESSPOSTALCODE","DESCRIPTION_MYENV","IMPLEMENTATION_DATE","ADDRESS_MYENV","INC_CRC","FMEL_UPD_D","snippet","X","index","lon","lat","popular_times","time_spent","current_popularity","filled","peak","sun0","sun1","sun2","sun3","sun4","sun5","sun6","sun7","sun8","sun9","sun10","sun11","sun12","sun13","sun14","sun15","sun16","sun17","sun18","sun19","sun20","sun21","sun22","sun23","mon0","mon1","mon2","mon3","mon4","mon5","mon6","mon7","mon8","mon9","mon10","mon11","mon12","mon13","mon14","mon15","mon16","mon17","mon18","mon19","mon20","mon21","mon22","mon23","tue0","tue1","tue2","tue3","tue4","tue5","tue6","tue7","tue8","tue9","tue10","tue11","tue12","tue13","tue14","tue15","tue16","tue17","tue18","tue19","tue20","tue21","tue22","tue23","wed0","wed1","wed2","wed3","wed4","wed5","wed6","wed7","wed8","wed9","wed10","wed11","wed12","wed13","wed14","wed15","wed16","wed17","wed18","wed19","wed20","wed21","wed22","wed23","thu0","thu1","thu2","thu3","thu4","thu5","thu6","thu7","thu8","thu9","thu10","thu11","thu12","thu13","thu14","thu15","thu16","thu17","thu18","thu19","thu20","thu21","thu22","thu23","fri0","fri1","fri2","fri3","fri4","fri5","fri6","fri7","fri8","fri9","fri10","fri11","fri12","fri13","fri14","fri15","fri16","fri17","fri18","fri19","fri20","fri21","fri22","fri23","sat0","sat1","sat2","sat3","sat4","sat5","sat6","sat7","sat8","sat9","sat10","sat11","sat12","sat13","sat14","sat15","sat16","sat17","sat18","sat19","sat20","sat21","sat22","sat23"
"17","Bedok North Street 4 Blk 85 (85 Fengshan Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","85","","30/6/1977","Existing","","","","","","","","","","","","34910.13","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267853253145.jpg","I","","","20/12/2012","39731.49","Bedok North Street 4","460085","","","Blk 85, Bedok North Street 4, Singapore 460085","CFC780A1B5DC7721","20210330151704","",1,1,1.33199369902375,103.936546150918,0,"People typically spend 30 min to 1 hr here",100,0,8,0,0,0,0,0,0,17,53,93,100,71,42,31,23,13,6,6,13,20,22,18,11,4,0,0,0,0,0,0,0,10,28,38,29,19,18,18,13,6,2,3,7,12,14,12,8,3,0,0,0,0,0,0,0,17,40,54,46,30,24,23,17,9,4,5,9,14,16,13,8,2,0,0,0,0,0,0,0,18,41,55,46,30,24,25,20,10,4,5,9,14,16,14,10,4,0,0,0,0,0,0,0,16,42,58,49,32,29,28,20,9,4,5,9,14,16,14,10,4,0,0,0,0,0,0,0,20,45,58,47,32,26,21,14,7,3,4,8,14,18,17,12,6,0,1,1,1,1,1,4,24,58,86,83,56,34,25,17,9,5,9,16,22,25,23,16,8,2
"100","Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market)","HUP Reconfiguration","","","","",-1,0,-1,0,"","74","","9/9/1968","Existing","","","","","","","","","","","","35193.08","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262226848493.jpg","I","","","1/11/2004","30078.95","Lorong 4 Toa Payoh","310074","","","Blk 74, Lorong 4 Toa Payoh, Singapore 310074","0F387A4AD9309826","20210330151704","",19,19,1.33454589902188,103.849808250918,0,"People typically spend 20-45 min here",44,0,8,0,0,0,0,0,0,33,68,96,100,80,54,34,19,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,27,23,17,15,12,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,43,54,52,42,32,23,15,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,42,54,50,38,30,23,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,57,51,39,30,23,14,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,53,48,34,24,18,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,84,88,72,50,32,20,11,5,0,0,0,0,0,0,0,0
"99","Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court)","HUP Reconfiguration","","","","",-1,0,-1,0,"","127","","11/3/1969","Existing","","","","","","","","","","","","35585.01","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154499803.jpg","I","","","11/12/2003","29270.15","Lorong 1 Toa Payoh","310127","","","Blk 127, Lorong 1 Toa Payoh, Singapore 310127","ED2DB7B7F7FA9EDB","20210330151704","",18,18,1.33813029901925,103.842534050918,0,"People typically spend 25 min to 1 hr here",100,0,8,0,0,0,0,0,0,33,66,93,100,89,75,62,45,27,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,7,6,9,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,52,73,62,49,58,63,42,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,48,41,34,42,46,34,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,49,41,34,42,48,36,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,48,64,55,43,45,46,33,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,59,81,83,77,70,59,42,24,12,0,0,0,0,0,0,0,0
"102","Toa Payoh Lorong 5 Blk 75","HUP Standard Upgrading","","","","",-1,0,-1,0,"","75","","5/2/1968","Existing","","","","","","","","","","","","35357.91","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267878144152.jpg","I","","","21/11/2012","30183.83","Lorong 5 Toa Payoh","310075","","","Blk 75, Lorong 5 Toa Payoh, Singapore 310075","83FB95F62E5F0D57","20210330151704","",21,21,1.33604549902078,103.850797550918,0,"People typically spend 20 min to 1 hr here",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,37,54,76,91,88,68,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,26,44,60,66,57,40,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,44,64,77,78,67,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,46,70,87,89,75,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,50,75,93,94,77,52,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,51,76,95,97,82,57,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,56,78,96,100,85,59,35
"101","Toa Payoh Lorong 4 Blk 93","HUP Standard Upgrading","","","","",-1,0,-1,0,"","93","","19/7/1967","Existing","","","","","","","","","","","","35627.26","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154305312.jpg","I","","","20/7/2009","29802.32","Lorong 4 Toa Payoh","310093","","","Blk 93, Lorong 4 Toa Payoh, Singapore 310093","8ED7D81782E22725","20210330151704","",20,20,1.33850589901898,103.847440750918,0,"People typically spend 25 min to 1 hr here",100,0,8,0,0,0,0,0,0,25,53,83,100,96,80,58,34,16,9,14,24,34,35,27,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,77,67,50,59,71,44,14,7,11,18,22,23,19,13,7,0,0,0,0,0,0,0,31,58,71,58,46,56,65,44,17,7,10,16,21,22,19,14,7,0,0,0,0,0,0,0,31,65,82,67,46,58,70,43,14,6,9,12,13,13,10,7,4,0,0,0,0,0,0,0,26,51,62,51,41,50,55,34,11,5,9,18,27,30,27,18,9,0,0,0,0,0,0,0,25,55,84,92,81,67,53,35,17,11,16,25,32,32,25,16,7,0
"104","Toa Payoh Lorong 8 Blk 210","HUP Standard Upgrading","","","","",-1,0,-1,0,"","210","","27/8/1974","Existing","","","","","","","","","","","","35824.76","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267876959422.jpg","I","","","30/9/2011","30345.61","Lorong 8 Toa Payoh","310210","","","Blk 210, Lorong 8 Toa Payoh, Singapore 310210","AD6CE850AB875900","20210330151704","",23,23,1.34026449901769,103.852227550918,0,"People typically spend 30 min to 1 hr here",87,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,100,69,51,56,66,69,65,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,37,27,35,44,51,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,47,31,37,50,60,62,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,78,46,33,44,57,65,66,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,76,42,32,42,55,64,65,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,90,66,51,59,72,78,76,66,0,0,0
"13","Bedok Food Centre","HUP Rebuilding","","","","",-1,0,-1,0,"","1","","1971","Existing","","","","","","","1081.18","","","","","33624.11","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265176030572.jpg","I","","","6/2/2005","41594.72","Bedok Road","469572","","","1, Bedok Road, Singapore 469572","5074BAFF0FF40404","20210330151704","",71,71,1.32034999903228,103.953252950918,0,"People typically spend 20 min to 1 hr here",21,0,13,0,0,0,0,0,0,0,0,30,51,73,90,97,95,90,89,90,89,81,66,48,30,0,0,0,0,0,0,0,0,0,0,12,22,34,46,53,53,48,43,42,44,44,39,27,15,0,0,0,0,0,0,0,0,0,0,17,30,47,61,69,69,63,58,59,64,65,56,40,23,0,0,0,0,0,0,0,0,0,0,18,34,51,67,74,72,65,60,63,69,70,60,42,23,0,0,0,0,0,0,0,0,0,0,18,33,49,64,71,70,65,62,65,69,70,61,45,28,0,0,0,0,0,0,0,0,0,0,21,32,46,66,88,100,94,77,67,67,73,72,61,43,0,0,0,0,0,0,0,0,0,0,32,52,74,91,97,93,85,80,83,91,94,87,70,47,0,0
"29","Bukit Timah Market","HUP Standard Upgrading","","","","",-1,0,-1,0,"","51","","1975","Existing","","","","","","","3310.64","","","","","35726.98","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265176195262.jpg","I","","","2/1/2003","21620.5","Upper Bukit Timah Road","588215","","","51, Upper Bukit Timah Road, Singapore 588215","FD4DDC8C44684285","20210330151704","",76,76,1.33940689901832,103.773854950918,0,"People typically spend 20-45 min here",97,0,12,0,0,0,0,0,0,0,48,72,87,94,100,96,80,61,53,59,67,69,60,43,25,11,0,0,0,0,0,0,0,0,27,36,39,39,50,70,65,37,22,27,37,42,39,29,17,7,0,0,0,0,0,0,0,0,34,47,51,54,67,82,72,44,30,37,50,56,51,36,19,7,0,0,0,0,0,0,0,0,35,46,51,55,69,83,74,48,34,41,55,61,54,37,19,6,0,0,0,0,0,0,0,0,38,51,56,59,73,89,79,50,36,44,60,67,60,43,24,9,0,0,0,0,0,0,0,0,44,57,60,60,70,81,73,47,31,35,53,66,63,47,26,10,0,0,0,0,0,0,0,0,52,71,80,85,91,97,88,68,51,53,67,77,71,51,28,11,0
"93","Teban Gardens Road Blk 37A (Teban Gardens Market and Food Centre)","HUP Rebuilding","","","","",-1,0,-1,0,"","37A","","1/11/1976","Existing","","","","","","","","","","","","33678.4","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153022672.jpg","I","","","3/1/2008","17936.37","Teban Gardens Road","601037","","","Blk 37A, Teban Garden Road, Singapore 601037","D50987C71DBF2D4C","20210330151704","",12,12,1.32082329903193,103.740599950918,0,"People typically spend 30 min here",85,0,8,0,0,0,0,0,0,37,70,94,100,91,78,62,46,36,32,33,33,30,24,18,0,0,0,0,0,0,0,0,0,36,53,56,45,38,46,50,38,23,19,20,20,19,16,12,0,0,0,0,0,0,0,0,0,41,64,70,57,49,52,52,39,26,21,23,24,23,19,15,0,0,0,0,0,0,0,0,0,41,63,69,60,54,64,68,49,30,25,27,29,28,24,18,0,0,0,0,0,0,0,0,0,41,66,74,60,50,59,64,48,29,23,24,26,26,22,17,0,0,0,0,0,0,0,0,0,44,68,71,57,50,58,59,43,27,21,23,25,24,21,16,0,0,0,0,0,0,0,0,0,48,80,92,81,69,66,60,47,36,34,36,38,36,30,22,0,0,0
"89","Taman Jurong Market and Food Centre","HUP Rebuilding","","","","",-1,0,-1,0,"","3","","23/3/2005","Existing","","","","","","","7770.3","","","","","35197.91","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156147897.jpg","I","","","23/3/2005","15557.970000000001","Yung Sheng Road","618499","","","3, Yung Sheng Road, Singapore 618499","45EB3EEB56AAB21F","20210330151704","",8,8,1.33466049902179,103.719358350918,0,"People typically spend 25 min to 1 hr here",0,0,12,0,0,0,0,0,0,0,0,0,0,0,96,86,64,0,0,0,0,70,71,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,81,55,0,0,0,0,49,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,98,67,0,0,0,0,60,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,100,66,0,0,0,0,57,58,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,92,73,0,0,0,0,66,69,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,81,61,0,0,0,0,66,70,59,0,0,0
"61","Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre)","HUP Reconfiguration","","","","",-1,0,-1,0,"","254","","30/4/1983","Existing","","","","","","","","","","","","36176.73","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167615307.jpg","I","","","5/7/2006","17367.73","Jurong East Street 24","600254","","","Blk 254, Jurong East Street 24, Singapore 600254","037A6F1E0D6FBE79","20210330151704","",108,108,1.34370649901517,103.735606550918,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"90","Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre)","HUP Reconfiguration","","","","",-1,0,-1,0,"","137","","30/11/1982","Existing","","","","","","","","","","","","36419.78","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154543785.jpg","I","","","8/1/2006","40387.13","Tampines Street 11","521137","","","Blk 137, Tampines Street 11, Singapore 521137","F6017D5F1F34E420","20210330151704","",9,9,1.3458570990136,103.942483850918,0,"People typically spend 30 min to 1 hr here",94,0,8,0,0,0,0,0,0,29,61,90,100,93,81,63,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,34,31,27,29,28,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,54,50,42,43,41,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,53,51,42,42,42,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,47,65,61,48,48,47,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,52,68,61,52,49,42,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,66,88,89,78,68,55,36,18,0,0,0,0,0,0,0,0,0
"62","Jurong West Street 52 Blk 505","HUP Standard Upgrading","","","","",-1,0,-1,0,"","505","","16/1/1985","Existing","","","","","","","","","","","","36862.4","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155040710.jpg","I","","","2/1/2009","15216.130000000001","Jurong West Street 52","640505","","","Blk 505, Jurong West Street 52, Singapore 640505","0AE38DCCD1264CB7","20210330151704","",109,109,1.34986569901066,103.715971350918,0,"People typically spend 25 min to 1 hr here",68,0,10,0,0,0,0,0,0,32,61,86,98,100,91,71,45,26,20,24,30,31,26,16,0,0,0,0,0,0,0,0,0,15,26,34,35,34,35,34,27,17,11,14,23,29,26,15,0,0,0,0,0,0,0,0,0,20,38,50,53,49,47,41,29,16,10,16,26,32,28,17,0,0,0,0,0,0,0,0,0,21,39,51,52,50,50,46,35,21,12,14,24,33,29,16,0,0,0,0,0,0,0,0,0,22,40,51,52,50,49,44,33,19,12,16,27,35,30,17,0,0,0,0,0,0,0,0,0,24,40,52,58,55,49,40,29,20,13,15,25,35,33,19,0,0,0,0,0,0,0,0,0,32,57,78,85,81,71,59,42,25,17,20,29,33,29,18,0,0,0
"60","Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","347","","17/10/1984","Existing","","","","","","","","","","","","36383.57","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275537901886.jpg","I","","","31/12/2002","16677.58","Jurong East Ave 1","600347","","","Blk 347, Jurong East Ave 1, Singapore 600347","6C864243CCBEA1C0","20210330151704","",107,107,1.34499849901423,103.728838650918,0,"People typically spend 30 min to 1 hr here",100,0,9,0,0,0,0,0,0,23,57,90,100,91,84,74,53,27,12,9,11,12,10,5,0,0,0,0,0,0,0,0,0,26,43,46,38,35,45,47,32,14,5,5,7,8,6,3,0,0,0,0,0,0,0,0,0,25,49,56,45,42,54,56,38,16,6,5,6,6,4,2,0,0,0,0,0,0,0,0,0,25,49,61,54,48,53,53,39,20,8,6,9,12,12,7,0,0,0,0,0,0,0,0,0,29,54,62,51,49,62,63,42,17,6,6,11,14,12,6,0,0,0,0,0,0,0,0,0,24,50,63,53,46,59,66,46,20,7,6,10,12,10,7,0,0,0,0,0,0,0,0,0,28,55,74,75,70,68,63,46,25,12,10,11,12,11,7,0,0,0
"86","Shunfu Road Blk 320 (Shunfu Mart)","Not eligible for HUP","","","","",-1,0,-1,0,"","320","","25/5/2000","Existing","","","","","","","","","","","","37123.63","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901832200.jpg","I","","","","28413.24","Shunfu Road","570320","","","Blk 320, Shunfu Road, Singapore 570320","93EF4005DC826C1A","20210330151704","",5,5,1.35205229900905,103.834944300918,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"54","Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre)","HUP Rebuilding","","","","",-1,0,-1,0,"","105","","30/6/1982","Existing","","","","","","","","","","","","37326.05","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901634108.jpg","I","","","11/11/2005","34317.020000000004","Hougang Ave 1","530105","","","Blk 105, Hougang Ave 1, Singapore 530105","47665F14287E07ED","20210330151704","",101,101,1.35404009900761,103.887774150918,0,"People typically spend 30 min to 1 hr here",100,0,8,0,0,0,0,0,0,32,66,93,100,92,81,66,45,27,16,12,10,0,0,0,0,0,0,0,0,0,0,0,0,11,21,28,30,27,33,42,31,13,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,21,47,64,56,43,48,53,37,17,9,7,6,0,0,0,0,0,0,0,0,0,0,0,0,21,43,59,58,49,54,62,43,18,9,8,7,0,0,0,0,0,0,0,0,0,0,0,0,25,49,64,60,51,58,64,44,20,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,24,50,67,61,48,53,58,39,18,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,35,67,90,92,83,74,62,44,27,16,11,9,0,0,0,0,0,0
"5","Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court)","HUP Rebuilding","","","","",-1,0,-1,0,"","341","","1979","Existing","","","","","","","","","","","","38461.340000000004","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275538105392.jpg","I","","","1/3/2002","29662.16","Ang Mo Kio Ave 1","560341","","","Blk 341, Ang Mo Kio Ave 1, Singapore 560341","07D7927BB122EA19","20210330151704","",63,63,1.36403649900028,103.845877150918,0,"People typically spend 25 min to 1 hr here",100,0,8,0,0,0,0,0,0,0,53,87,100,87,69,55,39,22,11,9,11,13,12,9,5,0,0,0,0,0,0,0,0,0,30,46,42,30,26,25,19,9,4,4,7,8,8,7,4,0,0,0,0,0,0,0,0,0,40,59,55,42,37,37,27,14,6,4,7,9,9,7,4,0,0,0,0,0,0,0,0,0,42,61,54,42,42,42,30,14,6,6,8,9,9,6,3,0,0,0,0,0,0,0,0,0,42,61,58,45,42,41,30,14,5,4,6,7,7,5,3,0,0,0,0,0,0,0,0,0,41,64,62,46,39,37,27,14,6,6,8,9,9,7,4,0,0,0,0,0,0,0,0,0,49,84,90,71,56,48,35,18,9,7,9,11,12,10,7,0,0
"85","Serangoon Garden Market","HUP Rebuilding","","","","",-1,0,-1,0,"","49A","","1957","Existing","","","","","","","2448.2","","","","","38356.53","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262156095817.jpg","I","","","26/9/2002","31719.13","Serangoon Garden Way","555945","","","49A, Serangoon Garden Way, Singapore 555945","F3EA4B58784B2F78","20210330151704","",4,4,1.36325699900085,103.864378350918,0,"People typically spend 20 min to 1 hr here",82,0,12,0,0,0,0,0,0,20,47,74,89,95,99,100,85,60,40,35,40,43,38,26,0,0,0,0,0,0,0,0,0,11,24,35,39,38,44,53,50,34,21,18,19,20,17,13,0,0,0,0,0,0,0,0,0,20,44,62,63,64,74,82,70,45,26,22,25,29,27,20,0,0,0,0,0,0,0,0,0,19,37,50,56,64,77,85,75,52,33,27,29,30,27,20,0,0,0,0,0,0,0,0,0,27,49,64,68,71,80,85,75,53,34,27,28,31,30,23,0,0,0,0,0,0,0,0,0,21,50,70,68,65,77,88,77,51,32,28,31,35,33,27,0,0,0,0,0,0,0,0,0,24,57,87,95,90,90,95,89,67,45,35,35,39,38,31,0,0,0
"55","Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","209","","30/9/1983","Existing","","","","","","","","","","","","37910.1","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849628846.jpg","I","","","24/1/2011","33860.340000000004","Hougang Street 21","530209","","","Blk 209, Hougang Street 21, Singapore 530209","5F6AEDB798290159","20210330151704","",102,102,1.35918935,103.88593935,0,"0",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"6","Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square)","HUP Standard Upgrading","","","","",-1,0,-1,0,"","409","","31/7/1979","Existing","","","","","","","","","","","","38313.590000000004","","http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275538704472.jpg","I","","","28/11/2011","30454.04","Ang Mo Kio Ave 10","560409","","","Blk 409, Ang Mo Kio Ave 10, Singapore 560409","6728AD9466975650","20210330151704","",64,64,1.36259669900134,103.853242750918,0,"People typically spend 30 min to 1 hr here",78,0,7,1,0,0,0,5,30,63,87,97,100,99,91,74,52,32,20,23,39,61,76,73,52,27,6,1,0,0,0,1,10,30,33,19,10,18,33,39,29,13,2,5,18,36,50,52,41,23,6,1,0,0,0,3,23,45,56,54,49,53,62,60,43,21,9,12,26,44,57,59,48,30,12,1,0,0,0,1,23,63,90,85,66,60,68,69,53,30,17,20,38,61,77,77,61,36,14,1,0,0,0,1,31,77,98,79,58,64,79,78,57,33,22,28,46,66,76,70,52,29,9,6,0,0,0,0,31,73,90,71,48,47,55,56,47,31,18,16,27,47,67,76,69,49,26,1,0,0,0,3,28,60,83,87,82,79,79,75,61,42,25,19,28,50,73,82,72,46,20
